English,Bengali
OUTBREAKS,প্রাদুর্ভাব
OUTBREATH,নিঃশ্বাস ফেলা
OUTBREATHE,নিঃশ্বাস ফেলা
OUTBREATHED,নিঃশ্বাস ছাড়ল
OUTBREATHER,শ্বাস-প্রশ্বাসের যন্ত্র
OUTBREATHING,নিঃশ্বাস ছাড়ছে
OUTBRED,সভার
OUTBREED,নিও
OUTBREEDING,প্রজনন
OUTBREEDS,বহির্জাত
OUTBRIBE,ঘুষ দেওয়া
OUTBRIBED,ঘুষ দেওয়া
OUTBRIBES,ঘুষ
OUTBRIBING,ঘুষ গ্রহণ
OUTBRIDGED,সীমা অতিক্রম করা
OUTBRING,বংশবৃদ্ধি
OUTBRINGING,বংশবৃদ্ধি
OUTBROTHER,ভাইয়ের বাইরে
OUTBROUGHT,বহির্গত
OUTBUD,বহির্মুখী
OUTBUDDED,অপ্রাপ্তবয়স্ক
OUTBUDDING,উদীয়মান
OUTBUILD,বাইরের দিকে তৈরি করা
OUTBUILDING,বাহির বাটী
OUTBUILDINGS,বহির্বিশ্বে
OUTBUILT,বহির্নির্মিত
OUTBULGE,প্রস্ফুটিত হওয়া
OUTBULGED,উদ্দীপ্ত
OUTBULGING,ফুটে ওঠা
OUTBULK,প্রচুর পরিমাণে
OUTBULLIED,ধমক দেওয়া
OUTBULLIES,উগ্রপন্থী
OUTBULLY,উত্যক্তকারী
OUTBULLYING,বুলিং
OUTBURN,পুড়ে যাওয়া
OUTBURNED,পুড়ে গেছে
OUTBURNING,জ্বলন্ত
OUTBURNS,পোড়া দাগ
OUTBURNT,পুড়ে যাওয়া
OUTBURST,বিস্ফোরণ
OUTBURSTS,ফেটে
OUTBUSTLE,হৈচৈ করা
OUTBUSTLED,অপ্রতিরোধ্য
OUTBUSTLING,উৎফুল্ল
OUTBUY,বাইরে কেনা
OUTBUZZ,তুমুল হৈচৈ
OUTBY,বাইরে
OUTBYE,বিদায়
OUTCAME,জয়লাভ করা
OUTCANT,অদ্ভুত
OUTCARRY,বহন করা
OUTCASE,বাইরের জিনিসপত্র
OUTCAST,বহিষ্কৃত
OUTCASTE,বহিষ্কৃত
OUTCASTED,জাতিচু্যত
OUTCASTES,পতিত করা
OUTCASTING,বহিষ্কৃত করা
OUTCASTNESS,নির্বাসন
OUTCASTS,দেশত্যাগে বাধ্য
OUTCATCH,ধরা পড়া
OUTCATCHES,আউটক্যাচ
OUTCATCHING,আউটক্যাচিং
OUTCAUGHT,ধরা পড়ে যাওয়া
OUTCAVIL,বাইরের দিকে
OUTCAVILED,অধঃপতিত
OUTCAVILLED,বিতাড়িত
OUTCAVILS,আউটক্যাভিল
OUTCEPT,আপত্তি
OUTCHAMBER,বহির্ভাগ
OUTCHARM,আকর্ষন
OUTCHARMED,মুগ্ধ
OUTCHARMING,মনোমুগ্ধকর
OUTCHARMS,আকর্ষণ
OUTCHASE,তাড়া করা
OUTCHASED,তাড়া করা
OUTCHASING,তাড়া করা
OUTCHATTER,অশ্লীল কথা বলা
OUTCHEAT,প্রতারণা করা
OUTCHEATED,প্রতারিত
OUTCHEATING,প্রতারণামূলক
OUTCHEATS,প্রতারণা
OUTCHID,ছিন্ন করা
OUTCHIDDEN,ছাড়িয়ে যাওয়া
OUTCHIDE,পরাজিত করা
OUTCHIDED,পরাজিত
OUTCHIDES,অপমানজনক
OUTCHIDING,অপমানজনক
OUTCITIES,শহরতলির বাইরের অংশ
OUTCITY,শহরের বাইরে
OUTCLAMOR,হৈচৈ
OUTCLASS,ছাড়িয়ে যাওয়া
OUTCLASSED,পরাজিত
OUTCLASSES,ছাড়িয়ে যাওয়া
OUTCLASSING,ছাড়িয়ে যাওয়া
OUTCLERK,বহির্মুখী কর্মচারী
OUTCLIMB,আরোহণ করা
OUTCLIMBED,আরোহণ করা
OUTCLIMBING,আরোহণ
OUTCLIMBS,আরোহণ
OUTCLOMB,ছিন্নভিন্ন হওয়া
OUTCOME,ফলাফল
OUTCOMER,ফলাফলকারী
OUTCOMES,ফলাফল
OUTCOMING,ফলাফল
OUTCOMPASS,কম্পাসের বাইরে যাওয়া
OUTCOMPETE,প্রতিযোগিতায় পরাজিত করা
OUTCOMPLETE,অসম্পূর্ণ
OUTCOMPLIMENT,প্রশংসার চেয়ে বেশি প্রশংসা
OUTCOOKED,রান্না করা
OUTCOOKING,রান্না করা
OUTCORNER,বাইরের কোণা
OUTCOUNTRY,বহির্বিশ্বে
OUTCOURT,বাইরের কোর্ট
OUTCRAWL,বাইরে ক্রল করা
OUTCRAWLED,ক্রল করা
OUTCRAWLING,ক্রলিং
OUTCRAWLS,ক্রল থেকে বেরিয়ে আসা
OUTCREEP,ছড়িয়ে পড়া
OUTCREEPING,লাফিয়ে লাফিয়ে বেড়ানো
OUTCREPT,ছাড়িয়ে যাওয়া
OUTCRIED,চিৎকার করে উঠল
OUTCRIER,আউটক্রিয়ার
OUTCRIES,হৈচৈ
OUTCROP,উৎপত্তিস্থল
OUTCROPPED,ফসল কাটা
OUTCROPPER,ফসল কাটার ক্ষমতাসম্পন্ন ব্যক্তি
OUTCROPPING,ফসল কাটা
OUTCROPPINGS,ফসলের ক্ষেত
OUTCROPS,উদ্ভেদ
OUTCROSS,অতিক্রম করা
OUTCROSSED,অতিক্রম করা
OUTCROSSES,অতিক্রম করে
OUTCROSSING,অতিক্রম করা
OUTCROW,কাক
OUTCROWD,জনসমাগম
OUTCROWED,সংখ্যায় বৃদ্ধিপ্রাপ্ত
OUTCROWING,বেড়ে ওঠা
OUTCROWS,কাক
OUTCRY,হৈচৈ
OUTCRYING,চিৎকার করা
OUTCULL,বহিষ্কৃত করা
OUTCURED,আরোগ্যপ্রাপ্ত
OUTCURSE,অভিশাপ
OUTCURSED,অভিশপ্ত
OUTCURSES,ফলাফল
OUTCURSING,অভিশাপ
OUTCURVE,বহির্মুখী
OUTCURVED,বাঁকা
OUTCUTTING,কাটা
OUTDACIOUSNESS,অসাধুতা
OUTDANCE,বাইরে নাচ
OUTDANCED,নৃত্যের বাইরে
OUTDANCING,বাইরে নাচ
OUTDARE,ছাড়িয়ে যাওয়া
OUTDARED,অপ্রতিরোধ্য
OUTDARES,ছাড়িয়ে যাওয়া
OUTDARING,অসাধারণ
OUTDATE,পুরনো
OUTDATED,সেকেলে
OUTDATEDNESS,পুরনোত্ব
OUTDATES,পুরনো
OUTDATING,পুরনো
OUTDAZZLE,চমকে দেওয়া
OUTDAZZLED,চমকে ওঠা
OUTDAZZLING,অসাধারণ
OUTDESPATCH,প্রেরণ করা
OUTDEVIL,ভণ্ড
OUTDEVILED,বিকৃত
OUTDEVILING,ছাড়িয়ে যাওয়া
OUTDID,অতিক্রম করা
OUTDISPATCH,বহির্গমন
OUTDISTANCE,বহুদূরে অতিক্রম করে যাওয়া
OUTDISTANCED,দূরে সরে গেছে
OUTDISTANCES,দূরত্ব অতিক্রম করে
OUTDISTANCING,দূরে সরে যাওয়া
OUTDISTRICT,বহির্বিভাগীয়
OUTDO,অতিক্রম করা
OUTDODGE,অতিক্রম করা
OUTDODGED,ছাড়িয়ে যাওয়া
OUTDODGES,ছাড়িয়ে যাওয়া
OUTDODGING,ছাড়িয়ে যাওয়া
OUTDOER,বহিরাগত
OUTDOERS,বহিরাগতরা
OUTDOES,অতিক্রম করা
OUTDOING,অতিক্রম করা
OUTDONE,ছাড়িয়ে গেছে
OUTDOOR,বহিরঙ্গন
OUTDOOR GAME,বহিরঙ্গন খেলা
OUTDOOR MAN,বহিরঙ্গন মানুষ
OUTDOOR SPORT,বহিরঙ্গন খেলাধুলা
OUTDOOR STAGE,বহিরঙ্গন পর্যায়ে
OUTDOORNESS,বহিরঙ্গনতা
OUTDOORS,বিদেশে
OUTDOORSMAN,বহিরঙ্গন কর্মচারী
OUTDOORSMANSHIP,বহির্মুখী আচরণ
OUTDOORSMEN,বহিরঙ্গন কর্মী
OUTDOORSY,বাইরের
OUTDRAFT,বহির্বিভাগ
OUTDRANK,ছাড়িয়ে যাওয়া
OUTDRAUGHT,বহির্গমন
OUTDRAW,বের করে আনা
OUTDRAWN,ছাড়িয়ে যাওয়া
OUTDREAM,স্বপ্ন দেখা
OUTDREAMED,স্বপ্নহীন
OUTDREAMING,স্বপ্ন দেখা
OUTDREAMS,স্বপ্ন
OUTDREAMT,স্বপ্নে দেখা
OUTDRESS,পোশাক
OUTDRESSED,পোশাক পরিহিত
OUTDRESSES,পোশাক
OUTDRESSING,পোশাক পরিধান
OUTDREW,ছাড়িয়ে যাওয়া
OUTDRINK,অতিরিক্ত মদ্যপান করা
OUTDRINKING,অতিরিক্ত মদ্যপান
OUTDRINKS,অতিরিক্ত পানীয়
OUTDRIVEN,বহির্ভূত
OUTDRIVING,বাইরে চলে যাওয়া
OUTDROP,বহির্গমন
OUTDROPPED,বাদ পড়া
OUTDROPPING,ঝরে পড়া
OUTDROPS,বহিঃপ্রকাশ
OUTDROVE,ছাড়িয়ে যাওয়া
OUTDRUNK,মাতাল
OUTDURE,বহির্মুখী
OUTDWELL,বাইরে থাকা
OUTDWELLER,বহিরাগত
OUTDWELLING,বহির্বাসন
OUTDWELT,বাইরে বসবাস
OUTEAT,অতিরিক্ত খাওয়া
OUTEATE,বাদ দেওয়া
OUTEATEN,খেয়ে ফেলা
OUTEATING,অতিরিক্ত খাওয়া
OUTEATS,বেশি খায়
OUTECHO,প্রতিধ্বনি
OUTECHOED,প্রতিধ্বনিত
OUTECHOES,প্রতিধ্বনি
OUTECHOING,প্রতিধ্বনি
OUTED,বাইরে
OUTEDGE,বাইরের দিক
OUTEDGED,বহির্ভূত
OUTEN,বাইরের দিকে
OUTEQUIVOCATE,অসম্মান করা
OUTEQUIVOCATED,অস্পষ্ট
OUTEQUIVOCATING,দ্বিধাগ্রস্ত করা
OUTER,বহি: স্থ
OUTER BOUNDARY,বাইরের সীমানা
OUTER EAR,বাইরের কান
OUTER FORM,বাহ্য রূপ
OUTER FORTIFICATION,দুর্গের বহির্ভাগ
OUTER GARMENT,বাইরের পোশাক
OUTER MEASURE,বাইরের পরিমাপ
OUTER MONGOLIA,বাইরের মঙ্গোলিয়া
OUTER PLANET,বাইরের গ্রহ
OUTER SKIN,বাইরের চামড়া
OUTER SPACE,মহাকাশ
OUTERCOAT,বাইরের কোট
OUTERLY,বাহ্যিকভাবে
OUTERMOST,সবচেয়ে বাইরের
OUTERNESS,বাহ্যিকতা
OUTERS,বাইরের অংশ
OUTERWEAR,বাইরের পোশাক
OUTEYE,চোখ
OUTEYED,চোখ ছাড়া
OUTFABLE,কল্পকাহিনী
OUTFABLED,অসামান্য
OUTFABLES,উপকথা
OUTFABLING,অলৌকিক
OUTFACE,বিভ্রান্ত করা
OUTFACED,বিভ্রান্ত করা
OUTFACES,বিভ্রান্ত করা
OUTFACING,বাইরের দিকে মুখ করা
OUTFALL,নদীর মোহানা
OUTFALLS,পতনের দরুন খালের মুখ
OUTFAME,কুখ্যাতি
OUTFAMED,কুখ্যাত
OUTFAMING,অপমানজনক
OUTFANGTHIEF,অসাধু চোর
OUTFAST,দ্রুত
OUTFASTED,উপবাস করা
OUTFASTING,উপবাস
OUTFASTS,বাইরের উপবাস
OUTFAWN,হরিণবিশেষ
OUTFAWNED,ধূসর
OUTFAWNING,উন্মত্ত
OUTFAWNS,হরিণ ছানা
OUTFEAST,ভোজ
OUTFEASTED,অভ্যর্থিত
OUTFEASTING,ভোজন করা
OUTFEASTS,বহির্ভোজ
OUTFEAT,পরাজিত করা
OUTFED,অতিরিক্ত খাওয়ানো
OUTFEED,বাইরে খাওয়ানো
OUTFEEDING,অতিরিক্ত খাওয়ানো
OUTFEEL,অপ্রতিরোধ্য বোধ করা
OUTFEELING,অনুভূতিহীন
OUTFEELS,অনুভূত হয়
OUTFELT,অনুভূত
OUTFENCE,বেড়ার বাইরে
OUTFENCED,বহির্ভূত
OUTFENCING,বেড়ার বাইরে
OUTFERRET,বহির্মুখী
OUTFFED,ছিন্নমূল
OUTFICTION,কল্পকাহিনী
OUTFIELD,প্রান্তভাগ
OUTFIELDER,মাঠের দূরাঞ্চলে ফিল্ডিংরত
OUTFIELDERS,আবাহনী আর মোহামেডান
OUTFIELDS,আউটফিল্ড
OUTFIELDSMAN,আউটফিল্ডার
OUTFIELDSMEN,আউটফিল্ডাররা
OUTFIGHT,পরাভূত করা
OUTFIGHTING,দূর থেকে লড়াই
OUTFIGHTS,বিজয় করা
OUTFIGURE,রূপ দেওয়া
OUTFIGURED,অপ্রকাশিত
OUTFIGURING,রূপদানকারী
OUTFIND,খুঁজে বের করা
OUTFINDING,খুঁজে বের করা
OUTFINDS,খুঁজে বের করে
OUTFIRE,আগুন জ্বালানো
OUTFIRED,নিভে গেছে
OUTFIRES,আগুন জ্বলে ওঠে
OUTFIRING,গুলিবর্ষণ
OUTFISH,মাছ ধরা
OUTFIT,সজ্জীকরণ
OUTFITS,পোষাক
OUTFITTED,সজ্জিত
OUTFITTER,পোশাক পরিচ্ছদকারী
OUTFITTERS,দরজি
OUTFITTING,সাজসজ্জা
OUTFITTINGS,পোশাক
OUTFLAME,জ্বলে ওঠা
OUTFLAMED,জ্বলন্ত
OUTFLAMING,জ্বলন্ত
OUTFLANK,অগ্রবর্তী হওয়া
OUTFLANKED,অগ্রবর্তী
OUTFLANKER,অগ্রাহ্যকারী
OUTFLANKING,অগ্রবর্তী
OUTFLANKS,অগ্রসর হওয়া
OUTFLARE,প্রস্ফুটিত হওয়া
OUTFLARED,উদ্দীপ্ত
OUTFLARING,প্রচণ্ডভাবে ছড়িয়ে পড়া
OUTFLASH,ঝলকানি
OUTFLATTER,প্রশংসিত হওয়া
OUTFLED,ছড়িয়ে পড়ে
OUTFLEE,পালিয়ে যাওয়া
OUTFLEEING,পালিয়ে যাওয়া
OUTFLEW,উড়ে যাওয়া
OUTFLIES,মাছি
OUTFLING,ছড়িয়ে পড়া
OUTFLINGING,ছড়িয়ে পড়া
OUTFLOAT,ভেসে থাকা
OUTFLOURISH,সমৃদ্ধ হওয়া
OUTFLOW,নিগমন
OUTFLOWED,বহির্গত
OUTFLOWING,বহির্গত
OUTFLOWN,বহির্মুখী
OUTFLOWS,নিগমন
OUTFLUE,বহিঃপ্রবাহ
OUTFLUNG,ছড়িয়ে থাকা
OUTFLUNKY,অবাধে চলা
OUTFLUSH,ঝলসে যাওয়া
OUTFLUX,বহিঃপ্রবাহ
OUTFLY,উড়ে যাওয়া
OUTFLYING,উড়ন্ত
OUTFOLD,বাইরে ভাঁজ করা
OUTFOOL,বোকা বানানো
OUTFOOLED,বোকা বানানো
OUTFOOLING,বোকা বানানো
OUTFOOLS,বোকা বানানো
OUTFOOT,বাইরে পা রাখা
OUTFOOTED,পায়ে হেঁটে
